seed,seed_set,mode,policy,completion_rule,shortfall_bps,completion_rate,terminal_penalty_bps,forced_terminal_cost_bps,fee_bps,gas_bps,slippage_ex_fee_bps,drift_bps,route_share_A,route_share_B,wait_share
30395,test,DynamicDuopoly,dqn_completion_aware,standard,43.7289,0.997242,0.5516,0.0000,37.8350,8.0000,47.2028,-49.8605,0.3485,0.6515,0.6200
30396,test,DynamicDuopoly,dqn_completion_aware,standard,106.3517,0.983656,3.2689,0.0000,36.1052,6.4000,46.7573,13.8204,0.5469,0.4531,0.7000
30397,test,DynamicDuopoly,dqn_completion_aware,standard,86.4589,0.997446,0.5108,0.0000,35.0600,7.2000,45.6262,-1.9381,0.4103,0.5897,0.6400
30398,test,DynamicDuopoly,dqn_completion_aware,standard,102.2621,0.995914,0.8172,0.0000,34.2626,7.2000,43.0663,16.9160,0.5741,0.4259,0.6600
30399,test,DynamicDuopoly,dqn_completion_aware,standard,34.7594,0.998966,0.2069,0.0000,36.0364,8.4000,44.3154,-54.1993,0.3423,0.6577,0.5800
30400,test,DynamicDuopoly,dqn_completion_aware,standard,95.3336,0.988650,2.2700,0.0000,35.5431,6.0000,49.1550,2.3654,0.5345,0.4655,0.7000
30401,test,DynamicDuopoly,dqn_completion_aware,standard,72.4648,0.998014,0.3972,0.0000,36.1091,8.4000,43.2383,-15.6797,0.3352,0.6648,0.6000
30402,test,DynamicDuopoly,dqn_completion_aware,standard,79.0829,0.993871,1.2258,0.0000,37.3016,7.2000,47.6149,-14.2595,0.3940,0.6060,0.6600
30403,test,DynamicDuopoly,dqn_completion_aware,standard,119.2534,0.984866,3.0267,0.0000,34.9216,6.0000,46.8998,28.4054,0.7761,0.2239,0.7200
30404,test,DynamicDuopoly,dqn_completion_aware,standard,117.0575,0.986380,2.7241,0.0000,37.8551,6.0000,53.5615,16.9168,0.5716,0.4284,0.7000
30405,test,DynamicDuopoly,dqn_completion_aware,standard,50.7767,0.996690,0.6619,0.0000,38.3390,7.6000,50.6448,-46.4690,0.3734,0.6266,0.6200
30406,test,DynamicDuopoly,dqn_completion_aware,standard,98.1667,0.989785,2.0430,0.0000,34.9432,6.4000,45.7506,9.0298,0.5114,0.4886,0.6800
30407,test,DynamicDuopoly,dqn_completion_aware,standard,36.8750,0.999897,0.0207,0.0000,36.5909,10.0000,44.2881,-54.0247,0.4788,0.5212,0.5200
30408,test,DynamicDuopoly,dqn_completion_aware,standard,80.8759,0.996935,0.6129,0.0000,35.0286,7.2000,45.3413,-7.3068,0.3511,0.6489,0.6400
30409,test,DynamicDuopoly,dqn_completion_aware,standard,101.3969,0.987893,2.4214,0.0000,32.7900,6.0000,43.8965,16.2890,0.7562,0.2438,0.7200
30410,test,DynamicDuopoly,dqn_completion_aware,standard,106.8714,0.992994,1.4013,0.0000,29.8277,6.0000,41.8599,27.7825,0.5854,0.4146,0.7200
30411,test,DynamicDuopoly,dqn_completion_aware,standard,97.1243,0.992433,1.5134,0.0000,34.6892,6.0000,49.7773,5.1445,0.6456,0.3544,0.7000
30412,test,DynamicDuopoly,dqn_completion_aware,standard,112.7782,0.993694,1.2611,0.0000,31.4033,6.4000,40.8853,32.8284,0.6741,0.3259,0.7000
30413,test,DynamicDuopoly,dqn_completion_aware,standard,71.3437,0.996935,0.6129,0.0000,33.2951,7.2000,42.0302,-11.7944,0.2562,0.7438,0.6400
30414,test,DynamicDuopoly,dqn_completion_aware,standard,137.8031,0.984866,3.0267,0.0000,35.4039,5.6000,51.5662,42.2063,0.7709,0.2291,0.7200
30415,test,DynamicDuopoly,dqn_completion_aware,standard,53.9452,0.998621,0.2758,0.0000,37.3749,8.0000,48.2635,-39.9691,0.3207,0.6793,0.6000
30416,test,DynamicDuopoly,dqn_completion_aware,standard,66.8671,0.993381,1.3239,0.0000,36.1852,7.2000,46.6288,-24.4708,0.5722,0.4278,0.6400
30417,test,DynamicDuopoly,dqn_completion_aware,standard,65.0047,0.994484,1.1032,0.0000,36.5309,7.2000,46.6834,-26.5128,0.3613,0.6387,0.6400
30418,test,DynamicDuopoly,dqn_completion_aware,standard,46.3234,0.997518,0.4965,0.0000,37.0835,8.0000,46.6579,-45.9145,0.3115,0.6885,0.6000
30419,test,DynamicDuopoly,dqn_completion_aware,standard,44.0865,0.998511,0.2979,0.0000,38.8165,8.4000,50.0136,-53.4414,0.3612,0.6388,0.5800
30420,test,DynamicDuopoly,dqn_completion_aware,standard,84.7558,0.989785,2.0430,0.0000,37.8684,6.4000,51.5044,-13.0600,0.7086,0.2914,0.6800
30421,test,DynamicDuopoly,dqn_completion_aware,standard,109.3671,0.987742,2.4516,0.0000,34.9743,6.4000,45.6065,19.9346,0.5849,0.4151,0.6800
30422,test,DynamicDuopoly,dqn_completion_aware,standard,74.6914,0.996595,0.6810,0.0000,35.5341,6.8000,49.2218,-17.5455,0.5052,0.4948,0.6600
30423,test,DynamicDuopoly,dqn_completion_aware,standard,121.4509,0.963679,7.2641,0.0000,36.9004,5.2000,56.4705,15.6159,0.6296,0.3704,0.7400
30424,test,DynamicDuopoly,dqn_completion_aware,standard,89.4303,0.993694,1.2611,0.0000,37.4103,6.0000,55.3163,-10.5573,0.4864,0.5136,0.7000
30425,test,DynamicDuopoly,dqn_completion_aware,standard,89.7440,0.996935,0.6129,0.0000,36.7466,7.2000,48.7500,-3.5655,0.4032,0.5968,0.6400
30426,test,DynamicDuopoly,dqn_completion_aware,standard,82.2720,0.995097,0.9807,0.0000,36.7714,7.6000,45.8747,-8.9547,0.5881,0.4119,0.6600
30427,test,DynamicDuopoly,dqn_completion_aware,standard,86.8677,0.989911,2.0178,0.0000,35.1898,6.0000,50.6432,-6.9831,0.5731,0.4269,0.7200
30428,test,DynamicDuopoly,dqn_completion_aware,standard,113.4217,0.963679,7.2641,0.0000,34.5620,5.2000,51.7877,14.6079,0.6371,0.3629,0.7400
30429,test,DynamicDuopoly,dqn_completion_aware,standard,38.9824,0.996690,0.6619,0.0000,34.1649,7.6000,42.4637,-45.9081,0.4672,0.5328,0.6200
30430,test,DynamicDuopoly,dqn_completion_aware,standard,132.0258,0.986380,2.7241,0.0000,35.4878,6.4000,45.9879,41.4260,0.7389,0.2611,0.7000
30431,test,DynamicDuopoly,dqn_completion_aware,standard,90.8078,0.995914,0.8172,0.0000,35.3337,7.2000,44.5623,2.8946,0.3481,0.6519,0.6600
30432,test,DynamicDuopoly,dqn_completion_aware,standard,135.2818,0.916962,16.6075,0.0000,33.6781,4.0000,56.5101,24.4860,0.7584,0.2416,0.8200
30433,test,DynamicDuopoly,dqn_completion_aware,standard,115.1032,0.993694,1.2611,0.0000,29.2483,6.0000,39.2220,39.3717,0.4589,0.5411,0.7000
30434,test,DynamicDuopoly,dqn_completion_aware,standard,61.8942,0.998978,0.2043,0.0000,31.9126,7.6000,42.0231,-19.8457,0.3654,0.6346,0.6200
30435,test,DynamicDuopoly,dqn_completion_aware,standard,87.9585,0.992645,1.4710,0.0000,35.0609,6.8000,46.2914,-1.6648,0.4922,0.5078,0.6600
30436,test,DynamicDuopoly,dqn_completion_aware,standard,80.5627,0.985290,2.9420,0.0000,34.3882,6.4000,45.3507,-8.5183,0.6189,0.3811,0.6800
30437,test,DynamicDuopoly,dqn_completion_aware,standard,98.9063,0.989911,2.0178,0.0000,36.5466,6.0000,51.3669,2.9751,0.5402,0.4598,0.7200
30438,test,DynamicDuopoly,dqn_completion_aware,standard,94.2185,0.993190,1.3620,0.0000,33.8250,6.4000,45.3616,7.2698,0.3529,0.6471,0.6800
30439,test,DynamicDuopoly,dqn_completion_aware,standard,93.5861,0.996935,0.6129,0.0000,34.5038,7.6000,41.9445,8.9249,0.3941,0.6059,0.6400
30440,test,DynamicDuopoly,dqn_completion_aware,standard,60.2393,0.997162,0.5675,0.0000,27.8959,6.8000,35.6173,-10.6414,0.6046,0.3954,0.6600
30441,test,DynamicDuopoly,dqn_completion_aware,standard,91.9853,0.992645,1.4710,0.0000,35.0182,6.8000,46.1214,2.5747,0.4106,0.5894,0.6600
30442,test,DynamicDuopoly,dqn_completion_aware,standard,72.1547,0.994892,1.0215,0.0000,35.2370,6.8000,46.0518,-16.9556,0.5355,0.4645,0.6600
30443,test,DynamicDuopoly,dqn_completion_aware,standard,94.2712,0.987742,2.4516,0.0000,38.4353,6.8000,50.1128,-3.5286,0.6173,0.3827,0.6800
30444,test,DynamicDuopoly,dqn_completion_aware,standard,120.4678,0.986380,2.7241,0.0000,33.0181,6.0000,44.0406,34.6850,0.7202,0.2798,0.7000
30445,test,DynamicDuopoly,dqn_completion_aware,standard,92.4358,0.987742,2.4516,0.0000,36.6437,6.4000,49.0516,-2.1112,0.5330,0.4670,0.6800
30446,test,DynamicDuopoly,dqn_completion_aware,standard,69.7511,0.993871,1.2258,0.0000,36.3991,6.8000,48.2584,-22.9323,0.5246,0.4754,0.6600
30447,test,DynamicDuopoly,dqn_completion_aware,standard,96.8196,0.987742,2.4516,0.0000,31.6045,6.8000,36.6606,19.3028,0.6771,0.3229,0.6800
30448,test,DynamicDuopoly,dqn_completion_aware,standard,122.4846,0.983656,3.2689,0.0000,35.0877,6.0000,49.0203,29.1077,0.6134,0.3866,0.7000
30449,test,DynamicDuopoly,dqn_completion_aware,standard,93.4054,0.997898,0.4204,0.0000,31.1432,6.4000,45.8166,9.6252,0.3760,0.6240,0.6800
30450,test,DynamicDuopoly,dqn_completion_aware,standard,89.3206,0.996497,0.7006,0.0000,33.2250,6.0000,50.2956,-0.9006,0.3298,0.6702,0.7000
30451,test,DynamicDuopoly,dqn_completion_aware,standard,131.9774,0.990920,1.8160,0.0000,30.7085,6.0000,42.9449,50.5079,0.5935,0.4065,0.7000
30452,test,DynamicDuopoly,dqn_completion_aware,standard,79.9147,0.994395,1.1210,0.0000,38.4124,6.0000,58.5417,-24.1605,0.5784,0.4216,0.7200
30453,test,DynamicDuopoly,dqn_completion_aware,standard,175.1444,0.979241,4.1519,0.0000,32.6835,4.8000,51.9778,81.5313,0.9152,0.0848,0.7800
30454,test,DynamicDuopoly,dqn_completion_aware,standard,113.0486,0.981840,3.6321,0.0000,36.0953,6.0000,48.6134,18.7078,0.5781,0.4219,0.7200
30455,test,DynamicDuopoly,dqn_completion_aware,standard,42.5685,0.997931,0.4137,0.0000,34.4424,8.0000,41.1912,-41.4788,0.2356,0.7644,0.6000
30456,test,DynamicDuopoly,dqn_completion_aware,standard,93.9942,0.990920,1.8160,0.0000,35.9652,6.4000,47.8634,1.9496,0.5270,0.4730,0.7000
30457,test,DynamicDuopoly,dqn_completion_aware,standard,81.7002,0.989785,2.0430,0.0000,37.2282,6.4000,50.2469,-14.2180,0.7086,0.2914,0.6800
30458,test,DynamicDuopoly,dqn_completion_aware,standard,114.8278,0.988790,2.2420,0.0000,33.8916,5.6000,49.8758,23.2184,0.6173,0.3827,0.7400
30459,test,DynamicDuopoly,dqn_completion_aware,standard,41.5596,0.999081,0.1839,0.0000,36.9483,8.4000,46.1508,-50.1234,0.4446,0.5554,0.6000
30460,test,DynamicDuopoly,dqn_completion_aware,standard,102.8910,0.988968,2.2065,0.0000,35.6764,6.8000,45.2944,12.9137,0.6465,0.3535,0.6600
30461,test,DynamicDuopoly,dqn_completion_aware,standard,76.0343,0.994484,1.1032,0.0000,31.8748,7.6000,35.5896,-0.1334,0.4551,0.5449,0.6400
30462,test,DynamicDuopoly,dqn_completion_aware,standard,118.7047,0.992433,1.5134,0.0000,35.9302,6.4000,49.3702,25.4909,0.5963,0.4037,0.7000
30463,test,DynamicDuopoly,dqn_completion_aware,standard,138.9431,0.995796,0.8408,0.0000,29.4493,6.4000,39.0623,63.1908,0.6715,0.3285,0.7000
30464,test,DynamicDuopoly,dqn_completion_aware,standard,85.7994,0.986380,2.7241,0.0000,38.8064,6.0000,55.4741,-17.2052,0.7076,0.2924,0.7000
30465,test,DynamicDuopoly,dqn_completion_aware,standard,70.8658,0.996595,0.6810,0.0000,32.9801,6.8000,43.5158,-13.1111,0.4713,0.5287,0.6600
30466,test,DynamicDuopoly,dqn_completion_aware,standard,33.5657,0.998897,0.2206,0.0000,38.6921,8.4000,49.5858,-63.3329,0.4119,0.5881,0.6000
30467,test,DynamicDuopoly,dqn_completion_aware,standard,65.3907,0.999601,0.0798,0.0000,29.4716,8.4000,34.4803,-7.0410,0.3644,0.6356,0.5800
30468,test,DynamicDuopoly,dqn_completion_aware,standard,97.6824,0.989911,2.0178,0.0000,33.0168,6.0000,45.2728,11.3750,0.6822,0.3178,0.7200
30469,test,DynamicDuopoly,dqn_completion_aware,standard,136.2389,0.996637,0.6726,0.0000,25.5781,6.4000,30.5310,73.0572,0.5189,0.4811,0.7000
30470,test,DynamicDuopoly,dqn_completion_aware,standard,75.2648,0.978208,4.3585,0.0000,40.3489,6.4000,55.2060,-31.0486,0.4693,0.5307,0.7200
30471,test,DynamicDuopoly,dqn_completion_aware,standard,79.1965,0.993947,1.2107,0.0000,34.4628,6.8000,44.5781,-7.8551,0.4922,0.5078,0.7000
30472,test,DynamicDuopoly,dqn_completion_aware,standard,97.6648,0.991828,1.6344,0.0000,33.2108,6.8000,40.5989,15.4207,0.6408,0.3592,0.6800
30473,test,DynamicDuopoly,dqn_completion_aware,standard,113.9752,0.975786,4.8428,0.0000,32.9899,5.6000,45.0344,25.5082,0.7531,0.2469,0.7400
30474,test,DynamicDuopoly,dqn_completion_aware,standard,47.8258,0.996028,0.7943,0.0000,34.6927,8.0000,40.6796,-36.3409,0.3204,0.6796,0.6200
30475,test,DynamicDuopoly,dqn_completion_aware,standard,133.1905,0.958481,8.3038,0.0000,33.6208,4.4000,54.8218,32.0442,0.8449,0.1551,0.8000
30476,test,DynamicDuopoly,dqn_completion_aware,standard,95.7376,0.990193,1.9613,0.0000,32.0066,6.8000,38.2299,16.7397,0.4817,0.5183,0.6800
30477,test,DynamicDuopoly,dqn_completion_aware,standard,52.6635,0.995460,0.9080,0.0000,36.7074,6.8000,49.1311,-40.8829,0.5440,0.4560,0.6800
30478,test,DynamicDuopoly,dqn_completion_aware,standard,112.0746,0.992433,1.5134,0.0000,33.0221,6.4000,42.7879,28.3512,0.5501,0.4499,0.7000
30479,test,DynamicDuopoly,dqn_completion_aware,standard,91.0107,0.991828,1.6344,0.0000,36.1555,7.2000,45.3177,0.7031,0.4682,0.5318,0.6800
30480,test,DynamicDuopoly,dqn_completion_aware,standard,101.8176,0.994955,1.0089,0.0000,37.9736,6.8000,52.2215,3.8135,0.4918,0.5082,0.7000
30481,test,DynamicDuopoly,dqn_completion_aware,standard,129.7993,0.984866,3.0267,0.0000,35.6712,5.6000,52.1044,33.3969,0.6813,0.3187,0.7200
30482,test,DynamicDuopoly,dqn_completion_aware,standard,89.6306,0.986761,2.6478,0.0000,35.0221,6.8000,44.6678,0.4929,0.4965,0.5035,0.6600
30483,test,DynamicDuopoly,dqn_completion_aware,standard,62.6689,0.991828,1.6344,0.0000,36.9839,6.8000,48.1016,-30.8509,0.6433,0.3567,0.6800
30484,test,DynamicDuopoly,dqn_completion_aware,standard,40.6698,0.991174,1.7652,0.0000,39.1172,7.2000,50.8100,-58.2226,0.5705,0.4295,0.6600
30485,test,DynamicDuopoly,dqn_completion_aware,standard,68.7240,0.998723,0.2554,0.0000,33.6991,7.6000,42.7917,-15.6222,0.3192,0.6808,0.6200
30486,test,DynamicDuopoly,dqn_completion_aware,standard,105.9138,0.992433,1.5134,0.0000,34.7816,6.0000,50.0136,13.6053,0.3448,0.6552,0.7000
30487,test,DynamicDuopoly,dqn_completion_aware,standard,109.5955,0.987742,2.4516,0.0000,36.8305,6.4000,49.3467,14.5667,0.6150,0.3850,0.6800
30488,test,DynamicDuopoly,dqn_completion_aware,standard,162.4779,0.977580,4.4840,0.0000,37.6911,5.2000,56.9848,58.1180,0.6343,0.3657,0.7600
30489,test,DynamicDuopoly,dqn_completion_aware,standard,96.7622,0.996847,0.6306,0.0000,31.0431,6.8000,39.9867,18.3018,0.6055,0.3945,0.6800
30490,test,DynamicDuopoly,dqn_completion_aware,standard,88.7710,0.983656,3.2689,0.0000,35.0007,6.4000,44.5907,-0.4892,0.5387,0.4613,0.7000
30491,test,DynamicDuopoly,dqn_completion_aware,standard,81.5749,0.993190,1.3620,0.0000,33.5716,6.4000,44.8694,-4.6281,0.4869,0.5131,0.6800
30492,test,DynamicDuopoly,dqn_completion_aware,standard,89.3010,0.997730,0.4540,0.0000,34.8321,7.2000,45.2934,1.5215,0.2632,0.7368,0.6600
30493,test,DynamicDuopoly,dqn_completion_aware,standard,98.7493,0.994955,1.0089,0.0000,36.5002,6.8000,50.2185,4.2217,0.5802,0.4198,0.7000
30494,test,DynamicDuopoly,dqn_completion_aware,standard,69.5519,0.995097,0.9807,0.0000,36.5172,7.2000,46.9061,-22.0521,0.5692,0.4308,0.6600
30495,test,DynamicDuopoly,dqn_completion_aware,standard,132.2922,0.979822,4.0356,0.0000,33.4787,5.6000,45.7877,43.3902,0.5303,0.4697,0.7400
30496,test,DynamicDuopoly,dqn_completion_aware,standard,98.6662,0.979822,4.0356,0.0000,34.3196,5.6000,47.5198,7.1912,0.5972,0.4028,0.7400
30497,test,DynamicDuopoly,dqn_completion_aware,standard,53.0854,0.998161,0.3677,0.0000,33.6489,8.0000,39.7554,-28.6867,0.2881,0.7119,0.6200
30498,test,DynamicDuopoly,dqn_completion_aware,standard,53.4050,0.998851,0.2298,0.0000,32.3045,8.0000,38.3788,-25.5081,0.3831,0.6169,0.6000
30499,test,DynamicDuopoly,dqn_completion_aware,standard,58.5611,0.994638,1.0723,0.0000,34.9459,8.0000,41.3685,-26.8256,0.4086,0.5914,0.6000
40000,fresh,DynamicDuopoly,dqn_completion_aware,standard,111.3525,0.987742,2.4516,0.0000,32.4808,6.4000,40.8100,29.2101,0.6888,0.3112,0.6800
40001,fresh,DynamicDuopoly,dqn_completion_aware,standard,113.3773,0.992994,1.4013,0.0000,35.7751,6.0000,52.3289,17.8721,0.5854,0.4146,0.7200
40002,fresh,DynamicDuopoly,dqn_completion_aware,standard,40.6154,0.999255,0.1489,0.0000,39.2402,9.2000,48.4901,-56.4638,0.3189,0.6811,0.5600
40003,fresh,DynamicDuopoly,dqn_completion_aware,standard,104.7320,0.985290,2.9420,0.0000,34.4580,6.8000,41.9554,18.5767,0.6595,0.3405,0.6800
40004,fresh,DynamicDuopoly,dqn_completion_aware,standard,99.4264,0.988968,2.2065,0.0000,33.5189,6.8000,41.0933,15.8078,0.5523,0.4477,0.6600
40005,fresh,DynamicDuopoly,dqn_completion_aware,standard,79.7776,0.994892,1.0215,0.0000,34.6424,6.8000,44.8992,-7.5855,0.4139,0.5861,0.6600
40006,fresh,DynamicDuopoly,dqn_completion_aware,standard,105.5677,0.989911,2.0178,0.0000,37.6293,6.0000,53.4456,6.4750,0.5761,0.4239,0.7200
40007,fresh,DynamicDuopoly,dqn_completion_aware,standard,72.5476,0.987742,2.4516,0.0000,37.5907,6.4000,51.4520,-25.3467,0.5203,0.4797,0.6800
40008,fresh,DynamicDuopoly,dqn_completion_aware,standard,58.3164,0.998345,0.3310,0.0000,32.3963,8.0000,38.8592,-21.2701,0.3445,0.6555,0.6000
40009,fresh,DynamicDuopoly,dqn_completion_aware,standard,82.0150,0.993190,1.3620,0.0000,37.8171,6.4000,53.1722,-16.7363,0.5088,0.4912,0.6800
40010,fresh,DynamicDuopoly,dqn_completion_aware,standard,98.6695,0.973096,5.3808,0.0000,34.8002,5.2000,51.4386,1.8498,0.6417,0.3583,0.7600
40011,fresh,DynamicDuopoly,dqn_completion_aware,standard,71.8017,0.992645,1.4710,0.0000,33.4333,7.2000,39.5775,-9.8801,0.4187,0.5813,0.6600
40012,fresh,DynamicDuopoly,dqn_completion_aware,standard,161.0719,0.996847,0.6306,0.0000,31.9281,6.8000,42.8711,78.8421,0.6781,0.3219,0.6800
40013,fresh,DynamicDuopoly,dqn_completion_aware,standard,68.0349,0.994892,1.0215,0.0000,33.2989,6.8000,43.7658,-16.8513,0.5289,0.4711,0.6600
40014,fresh,DynamicDuopoly,dqn_completion_aware,standard,76.1827,0.989104,2.1792,0.0000,34.6386,6.4000,45.3052,-12.3403,0.5937,0.4063,0.7000
40015,fresh,DynamicDuopoly,dqn_completion_aware,standard,89.0329,0.994325,1.1350,0.0000,31.9371,6.4000,41.8770,7.6839,0.4287,0.5713,0.6800
40016,fresh,DynamicDuopoly,dqn_completion_aware,standard,57.3052,0.997702,0.4597,0.0000,35.0291,7.6000,43.7824,-29.5660,0.3980,0.6020,0.6200
40017,fresh,DynamicDuopoly,dqn_completion_aware,standard,26.3864,0.999994,0.0013,0.0000,37.9005,11.6000,46.8502,-69.9656,0.4609,0.5391,0.4400
40018,fresh,DynamicDuopoly,dqn_completion_aware,standard,97.8875,0.990920,1.8160,0.0000,34.4328,6.4000,44.8436,10.3951,0.5932,0.4068,0.7000
40019,fresh,DynamicDuopoly,dqn_completion_aware,standard,73.7236,0.998108,0.3783,0.0000,32.0486,7.2000,40.5983,-6.5016,0.4130,0.5870,0.6600
40020,fresh,DynamicDuopoly,dqn_completion_aware,standard,52.0339,0.993381,1.3239,0.0000,40.9839,7.6000,53.1847,-51.0586,0.4039,0.5961,0.6400
40021,fresh,DynamicDuopoly,dqn_completion_aware,standard,46.2993,0.986761,2.6478,0.0000,36.6614,7.2000,45.1664,-45.3763,0.5394,0.4606,0.6600
40022,fresh,DynamicDuopoly,dqn_completion_aware,standard,141.4211,0.993694,1.2611,0.0000,28.1621,6.0000,37.0373,68.9606,0.6168,0.3832,0.7000
40023,fresh,DynamicDuopoly,dqn_completion_aware,standard,118.2749,0.990920,1.8160,0.0000,35.2294,6.4000,46.4130,28.4165,0.6668,0.3332,0.7000
40024,fresh,DynamicDuopoly,dqn_completion_aware,standard,122.3338,0.973096,5.3808,0.0000,34.2126,5.2000,50.2992,27.2410,0.7250,0.2750,0.7600
40025,fresh,DynamicDuopoly,dqn_completion_aware,standard,142.3509,0.989911,2.0178,0.0000,38.7669,6.0000,55.6130,39.9531,0.5557,0.4443,0.7200
40026,fresh,DynamicDuopoly,dqn_completion_aware,standard,41.8298,0.998161,0.3677,0.0000,36.1884,8.0000,44.6989,-47.4253,0.4863,0.5137,0.6200
40027,fresh,DynamicDuopoly,dqn_completion_aware,standard,70.1990,0.995914,0.8172,0.0000,35.6767,7.2000,45.3218,-18.8166,0.4110,0.5890,0.6600
40028,fresh,DynamicDuopoly,dqn_completion_aware,standard,114.5169,0.990920,1.8160,0.0000,35.9077,6.4000,47.7487,22.6446,0.5555,0.4445,0.7000
40029,fresh,DynamicDuopoly,dqn_completion_aware,standard,69.4324,0.995914,0.8172,0.0000,36.8510,7.2000,47.5848,-23.0207,0.4555,0.5445,0.6600
40030,fresh,DynamicDuopoly,dqn_completion_aware,standard,116.6179,0.986380,2.7241,0.0000,32.0346,6.0000,42.2065,33.6528,0.6294,0.3706,0.7000
40031,fresh,DynamicDuopoly,dqn_completion_aware,standard,117.3083,0.981840,3.6321,0.0000,32.8927,5.6000,47.6735,27.5100,0.7189,0.2811,0.7200
40032,fresh,DynamicDuopoly,dqn_completion_aware,standard,80.2041,0.990071,1.9858,0.0000,37.1833,7.2000,46.8197,-12.9847,0.5238,0.4762,0.6400
40033,fresh,DynamicDuopoly,dqn_completion_aware,standard,149.4902,0.979822,4.0356,0.0000,37.2724,5.6000,53.2263,49.3558,0.7476,0.2524,0.7400
40034,fresh,DynamicDuopoly,dqn_completion_aware,standard,62.9325,0.998085,0.3831,0.0000,33.5125,7.6000,41.4186,-19.9817,0.4404,0.5596,0.6200
40035,fresh,DynamicDuopoly,dqn_completion_aware,standard,131.9335,0.995796,0.8408,0.0000,30.4310,6.0000,44.5225,50.1393,0.5013,0.4987,0.7000
40036,fresh,DynamicDuopoly,dqn_completion_aware,standard,18.0505,0.999995,0.0010,0.0000,38.3832,10.4000,54.4208,-85.1544,0.3436,0.6564,0.5000
40037,fresh,DynamicDuopoly,dqn_completion_aware,standard,68.4746,0.991174,1.7652,0.0000,36.6253,7.2000,45.8507,-22.9666,0.4910,0.5090,0.6600
40038,fresh,DynamicDuopoly,dqn_completion_aware,standard,112.2905,0.984866,3.0267,0.0000,37.0625,6.0000,51.9806,14.2207,0.5653,0.4347,0.7200
40039,fresh,DynamicDuopoly,dqn_completion_aware,standard,117.2142,0.916962,16.6075,0.0000,34.9703,4.4000,57.2933,3.9431,0.6061,0.3939,0.8200
40040,fresh,DynamicDuopoly,dqn_completion_aware,standard,55.6199,0.998581,0.2838,0.0000,33.3747,7.2000,44.4158,-29.6544,0.4054,0.5946,0.6400
40041,fresh,DynamicDuopoly,dqn_completion_aware,standard,89.7627,0.963679,7.2641,0.0000,40.2120,5.6000,57.5472,-20.8607,0.5618,0.4382,0.7400
40042,fresh,DynamicDuopoly,dqn_completion_aware,standard,84.0495,0.992645,1.4710,0.0000,37.5228,7.2000,47.5890,-9.7334,0.4724,0.5276,0.6600
40043,fresh,DynamicDuopoly,dqn_completion_aware,standard,105.2555,0.985290,2.9420,0.0000,37.3069,6.4000,51.0633,7.5433,0.6396,0.3604,0.6800
40044,fresh,DynamicDuopoly,dqn_completion_aware,standard,89.6183,0.993947,1.2107,0.0000,34.5879,6.8000,44.8534,2.1664,0.5577,0.4423,0.7000
40045,fresh,DynamicDuopoly,dqn_completion_aware,standard,96.3799,0.993190,1.3620,0.0000,34.9582,6.4000,48.2750,5.3846,0.3529,0.6471,0.6800
40046,fresh,DynamicDuopoly,dqn_completion_aware,standard,58.5074,0.999617,0.0766,0.0000,34.8012,8.4000,46.0865,-30.8569,0.2711,0.7289,0.5800
40047,fresh,DynamicDuopoly,dqn_completion_aware,standard,75.1978,0.998851,0.2298,0.0000,35.7490,8.0000,46.3816,-15.1627,0.3527,0.6473,0.6000
40048,fresh,DynamicDuopoly,dqn_completion_aware,standard,74.0251,0.996323,0.7355,0.0000,34.3390,7.6000,41.1945,-9.8439,0.4646,0.5354,0.6400
40049,fresh,DynamicDuopoly,dqn_completion_aware,standard,116.6286,0.981840,3.6321,0.0000,36.4893,6.0000,49.3978,21.1094,0.7192,0.2808,0.7200
40050,fresh,DynamicDuopoly,dqn_completion_aware,standard,79.6219,0.995914,0.8172,0.0000,35.5895,7.2000,45.0617,-9.0465,0.4253,0.5747,0.6600
40051,fresh,DynamicDuopoly,dqn_completion_aware,standard,42.3271,0.999694,0.0613,0.0000,36.1044,8.8000,45.8894,-48.5280,0.3601,0.6399,0.5800
40052,fresh,DynamicDuopoly,dqn_completion_aware,standard,90.1209,0.985290,2.9420,0.0000,35.8101,6.4000,48.0721,-3.1033,0.6526,0.3474,0.6800
40053,fresh,DynamicDuopoly,dqn_completion_aware,standard,80.7959,0.992645,1.4710,0.0000,33.0865,7.2000,38.9163,0.1222,0.4724,0.5276,0.6600
40054,fresh,DynamicDuopoly,dqn_completion_aware,standard,104.8213,0.996323,0.7355,0.0000,31.4871,7.6000,35.4627,29.5361,0.5488,0.4512,0.6400
40055,fresh,DynamicDuopoly,dqn_completion_aware,standard,42.6962,0.998621,0.2758,0.0000,36.4267,8.0000,46.8181,-48.8244,0.2930,0.7070,0.6000
40056,fresh,DynamicDuopoly,dqn_completion_aware,standard,87.5959,0.996595,0.6810,0.0000,34.3840,6.8000,46.3066,-0.5758,0.3644,0.6356,0.6600
40057,fresh,DynamicDuopoly,dqn_completion_aware,standard,101.8757,0.987742,2.4516,0.0000,32.2603,6.4000,40.3958,20.3679,0.6732,0.3268,0.6800
40058,fresh,DynamicDuopoly,dqn_completion_aware,standard,97.9773,0.991174,1.7652,0.0000,36.5924,7.2000,45.8137,6.6061,0.4166,0.5834,0.6600
